"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"archimate_type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-synoniemen";"GGM-synoniemen";"GEMMA-bron";"GGM-bron";"GEMMA-url";"GEMMA-alternate-name";"GEMMA-subtypes";"domein-iv3";"domein-dcat";"Datum-tijd-export"
"810";"";"RedenBlokkering";"";"EAID_88B0A7AB_53E6_4bc1_8D99_9BE896AB8418";"";"class";"";"";"Als de dienst een uitkering betreft die periodiek wordt uitgekeerd, kan om redenen de betaling worden geblokkeerd. Reden toevoeging: Geeft de reden van blokkering van de uitkering aan. Als de dienst een uitkering betreft, die periodiek wordt uitgekeerd, kan om redenen de betaling worden geblokkeerd. De betalingsblokkade wordt opgenomen bij de dienst, die wordt genoten door de client en partner van de client. Nodig voor diepere analyse van stand van uitkeringen. Hoeveel uitkleringen hebben we geblokkeerd op dit moment omdat we de uitkering gaan beindigen.";"";"";"";"";"";"";"";"";"";"Inkomen > Model Inkomen";"";"09072026-00:43:48"
"811";"";"RedenInstroom";"";"EAID_8D999BE8_96AB_8418_99A2_CB86335AFB97";"";"class";"";"";"De reden waarom de persoon de uitkering heeft gekregen. Geeft de reden van aanvraag van uitkering weer. Nodig voor diepere analyse van stand van uitkeringen. Omdat we willen weten waarom mensen nstromen. Bv geen werk meer og geen andere uitkering, verhuizing.";"";"";"";"";"";"";"";"";"";"Inkomen > Model Inkomen";"";"09072026-00:43:48"
"812";"";"RedenKwijtscheldingVordering";"";"EAID_63ede881_e81f_4445_9e93_7180d30a2390";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"Inkomen > Reden aanvraag";"";"09072026-00:43:48"
"813";"";"RedenUitstroom";"";"EAID_99A2CB86_335A_FB97_9C8F_47170B1699EC";"";"class";"";"";"De reden waarom de uitkering aan een persoon is beeindgd. Reden toevoeging: Geeft de reden van uitstroom aan. Waarom is de uitkering be&#235;indigd. Nodig voor diepere analyse van stand. Meet of je beleid of het lukt om mensen naar werk te laten stromen. van uitkeringen.";"";"";"";"";"";"";"";"";"";"Inkomen > Model Inkomen";"";"09072026-00:43:48"
"814";"RedenVerkrijgingNationaliteit";"RedenVerkrijgingNationaliteit";"bf1e6259-da1b-4781-8b19-77b8b7dbe884";"EAID_61D1E99C_DF5E_48ee_8BAB_4ACA1745BC7C";"business-object";"class";"";"Tabel waarin de redenen staan voor opname van de Nederlandse nationaliteit.";"Tabel waarin de redenen staan voor opname van de Nederlandse nationaliteit.";"";"";"";"";"BRP";"";"https://gemmaonline.nl/index.php/GEMMA/id-bf1e6259-da1b-4781-8b19-77b8b7dbe884";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"815";"RedenVerliesNationaliteit";"RedenVerliesNationaliteit";"33943627-02e9-4022-8fd1-5b0b5b17138b";"EAID_7F97B43F_CCA1_4bfc_9824_9BEC8D2A70E6";"business-object";"class";"";"Tabel waarin de redenen staan voor beëindiging van de Nederlandse nationaliteit.";"Tabel waarin de redenen staan voor beëindiging van de Nederlandse nationaliteit.";"";"";"";"";"BRP";"";"https://gemmaonline.nl/index.php/GEMMA/id-33943627-02e9-4022-8fd1-5b0b5b17138b";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"816";"";"Referteperiode";"";"EAID_1D0EFA3D_888E_945B_4A20_292F8D894D4C";"";"class";"";"";"De referteperiode bij een dienst is die periode waarover gegevens bij de aanvraag worden verzameld om op basis daarvan tot een beslissing te komen.";"";"";"";"";"";"";"";"";"";"Inkomen > Diensten";"";"09072026-00:43:48"
"817";"";"Referteperiodebepalingtype";"";"EAID_1AAE1224_E645_5723_1E03_292F902A6CEF";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"Inkomen > Diensten";"";"09072026-00:43:48"
"818";"Regel voor Iedereen";"Regel voor Iedereen";"1c3ee208-9d74-45ba-9836-3f3ea165cd74";"EAID_3D9D2E7B_525E_43d9_B08F_EDE47F8A0C94";"business-object";"class";"";"Een Juridische regel die voor eenieder werking heeft";"Een Juridische regel die voor eenieder werking heeft";"Het betreft hier een algemeen geldende regel met directe werking voor eenieder. Anders gezegd, deze regels gelden voor eenieder in Nederland, inclusief voor de bevoegde gezagen zelf.";"Het betreft hier een algemeen geldende regel met directe werking voor eenieder. Anders gezegd, deze regels gelden voor eenieder in Nederland, inclusief voor de bevoegde gezagen zelf.";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-1c3ee208-9d74-45ba-9836-3f3ea165cd74";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"819";"";"Regeling";"";"EAID_1E5BDB79_81B9_2C6D_472E_2A2CBF9C1656";"";"class";"";"";"Bijvoorbeeld Participatiewet, IOAW/IOAZ e.d.";"";"";"";"";"";"";"";"";"";"Inkomen > Diensten";"";"09072026-00:43:48"
"820";"";"Regeling";"id-c25455f3-feb0-4c6d-9aa4-3b027718bee3";"EAID_C25455F3_FEB0_4c6d_9AA4_3B027718BEE3";"";"class";"";"";"Een Regeling is gekoppeld aan een ingeschreven persoon (client) en beschrijft de specifieke afspraken of voorwaarden waaronder inkomensondersteuning wordt verleend. Een regeling heeft altijd een relatie met een RegelingSoort, die het type regeling specificeert.";"";"";"";"";"";"";"";"";"";"Inkomen > Model Inkomen";"";"09072026-00:43:48"
"821";"";"Regeling";"";"EAID_1C1DA017_81B9_2C6D_472E_270F04EA1656";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"822";"";"Regelingsoort";"id-14d3c960-5ef2-433c-8e1c-b493974280e2";"EAID_14D3C960_5EF2_433c_8E1C_B493974280E2";"";"class";"";"";"Typologie van een regeling";"";"";"";"";"";"";"";"";"";"Inkomen > Model Inkomen";"";"09072026-00:43:48"
"823";"";"Regeltekst";"";"EAID_A744FAF8_16B7_4e5d_9C10_203AA8E7C440";"";"class";"";"";"De kleinste zelfstandige eenheid van (een of meer) bij elkaar horende juridische regels: een artikel en lid.";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"824";"Re-integratievoorziening";"Reintegratievoorziening";"";"EAID_6B1C7773_77F8_47a5_8C4E_E7E129148ADB";"";"class";"business-object";"Een voorziening of dienst die wordt ingezet om de kansen van een persoon op arbeidsparticipatie te vergroten.";"Een voorziening of dienst die wordt ingezet om de kansen van een persoon op arbeidsparticipatie te vergroten.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"825";"Reisdocument";"Reisdocument";"bd460a48-7720-465d-b12b-c15097ec620c";"EAID_CA9BC1BB_D572_4e47_BECF_17CFD379BD6A";"business-object";"class";"business-object";"Een document dat vereist is voor reizen naar het buitenland";"Een document dat vereist is voor reizen naar het buitenland";"";"";"";"";"BRP";"";"https://gemmaonline.nl/index.php/GEMMA/id-bd460a48-7720-465d-b12b-c15097ec620c";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"826";"";"Reisdocumentsoort";"";"EAID_6B9EC881_1112_44bc_B114_203A793A54B1";"";"class";"";"";"Een opsomming van de modellen van de Nederlandse reisdocumenten.";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"827";"";"Reiskosten naar het werk";"";"EAID_4c49fb46_4d05_49d0_8e99_f5d25c625d91";"";"class";"";"";"Reiskosten naar het werk";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"828";"";"Reiskostenvergoeding";"";"EAID_029BA63B_D3DD_B855_6C7A_293A77805B65";"";"class";"";"";"Een persoon kan inkomsten hebben uit reisvergoeding.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"829";"";"Rekeningnummer";"";"EAID_BB4BA421_A7D6_4b33_B64A_49AA82C56242";"";"class";"";"";"De gegevens inzake de bankrekening waarmee het SUBJECT in de regel financieel communiceert.";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"830";"";"Rekeningtype";"";"EAID_26EDEDFD_5254_4A15_1FCD_27988F6C57B3";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"831";"Relatie";"Relatie";"5011fe69-8832-47f9-9ba5-c68d53a95ecd";"EAID_3DF01B79_6712_473e_9878_594CB5AE95A7";"business-object";"class";"";"Betrekking waarin personen, zaken, begrippen of grootheden van nature tot elkaar staan.";"Betrekking waarin personen, zaken, begrippen of grootheden van nature tot elkaar staan.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-5011fe69-8832-47f9-9ba5-c68d53a95ecd";"Relatie (Generiek Jeugd en Wmo)";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"832";"Relatie";"Relatie";"24e40e1f-4e7b-47ad-a1b3-4050e365f68a";"EAID_FE559B58_A6CD_4108_82BE_98E1AEBFD9BD";"business-object";"class";"";"Betrekking waarin personen, zaken, begrippen of grootheden van nature tot elkaar staan.";"Betrekking waarin personen, zaken, begrippen of grootheden van nature tot elkaar staan.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-24e40e1f-4e7b-47ad-a1b3-4050e365f68a";"Relatie (HR)";"";"9 Interne Organisatie > HR";"";"09072026-00:43:48"
"833";"";"Relatiesoort";"";"EAID_F5FAF498_F536_4fb3_9948_73EBCDF61AD5";"";"class";"";"";"De typering van het structurele verband tussen een object van een objecttype en een (ander) object van een ander (of hetzelfde) objecttype.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"834";"";"Relatiesoort";"";"EAID_DFD2814E_7D36_45e2_B082_2ED574A409E1";"";"class";"";"";"De typering van het structurele verband tussen een object van een objecttype en een (ander) object van een ander (of hetzelfde) objecttype.
Toelichting
Objecten hebben eigenschappen die gemodelleerd kunnen worden met attribuutsoorten maar ook met relatiesoorten naar andere objecttypen. Als het voor het desbetreffende domein van belang is om die eigenschap te modelleren als onderdeel van een ander objecttype, dan maakt de relatiesoort die eigenschap beschikbaar voor het eerstgenoemde objecttype. Bijvoorbeeld, een attribuutsoort van het objecttype PERSOON zou kunnen zijn ‘Naam geregistreerd partner’ (naast de attribuutsoort ‘Naam’ van PERSOON). De naam van de geregistreerde partner komt evenwel ook beschikbaar met een relatiesoort van PERSOON naar PERSOON: “heeft geregistreerd partnerschap met”. Zie ook het eerder genoemde voorbeeld van SCHIP en MOTOR.
Voorbeeld: relatiesoorten “VERBLIJFSOBJECT is gelegen in een PAND” en “SUBJECT heeft als correspondentieadres WOONPLAATS”, of korter, “gelegen in”, “postadres”.
Wanneer een relatie (UML-assocation) gebruikt wordt om objecten aan elkaar te verbinden, zonder dat er eigenschappen over deze relatie worden vastgelegd, dan heeft deze het stereotype «Relatiesoort».";"";"Objecten hebben eigenschappen die gemodelleerd kunnen worden met attribuutsoorten maar ook met relatiesoorten naar andere objecttypen. Als het voor het desbetreffende domein van belang is om die eigenschap te modelleren als onderdeel van een ander objectt";"";"";"";"";"";"";"";"9 Interne Organisatie > ICT";"";"09072026-00:43:48"
"835";"";"Rentevordering";"";"EAID_170B4422_37F6_8893_2627_293122D74F28";"";"class";"";"";"AlgemeenEen vordering is een eis op een persoon, zeg debiteur, die een zeker bedrag terug moet betalen aan de gemeente.De oorzaak van een vordering is velerlei, Zie daarvoor de categorie-indeling.Vorderingen kunnen uit meerdere componenten bestaan.Vorderingen kunnen ook onderling in relatie staan, bijvoorbeeld: Een opgelegde boete wegens het schenden van de inlichtingenplicht heeft een relatie met een verwijtbare vordering.RentevorderingBepaalde vorderingen zijn rentedragend. De rente wordt niet als aparte component opgevoerd bij de hoofdvordering, maar als een aparte vordering. De rentevordering wordt gerelateerd aan de hoofdvordering. De rentevordering is een zogenaamde accessoire vordering, die zijn titel ontleend aan de hoofdvordering.Dit type vordering is als verbijzondering opgenomen, opdat deze relatie expliciet kan worden gelegd.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"836";"Reservering";"Reservering";"88554f73-87e4-45e5-999e-4b5d029f15a9";"EAID_11AB7925_5C96_4615_92F6_4055935221A0";"business-object";"class";"";"Het vooraf bespreken van een plaats in een openbare gelegenheid, vervoermiddel, restaurant e.d.";"Het vooraf bespreken van een plaats in een openbare gelegenheid, vervoermiddel, restaurant e.d.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-88554f73-87e4-45e5-999e-4b5d029f15a9";"";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"837";"Restitutie";"Restitutie";"";"EAID_167B47ED_CED1_0A51_0DFD_2698932A9076";"";"class";"business-object";"Restitutie is terugbetaling van te veel ontvangen aflossing.";"Restitutie is terugbetaling van te veel ontvangen aflossing. Restituties worden geadministreerd onder de vordering.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"838";"";"Rijbewijs /Certificaat";"";"EAID_40C7DD8D_7F0A_4019_860A_EB59841D1DAF";"";"class";"";"";"Een door een bevoegde instantie afgegeven document dat aangeeft dat een persoon bevoegd is tot het besturen van bepaalde typen voertuigen.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"839";"Rioleringsgebied";"Rioleringsgebied";"";"EAID_3252585C_4FAB_4EC1_9BA6_F51EAFF271D";"";"class";"business-object";"Het gebied waarbinnen één of meerdere inliggende rioolstelsel(s) het afvalwater naar één gemaal of overnamepunt transporteert/teren.";"Het gebied waarbinnen één of meerdere inliggende rioolstelsel(s) het afvalwater naar één gemaal of overnamepunt transporteert/teren. Een rioleringsgebied kan een enkelvoudig gebied zijn, maar kan ook meerdere rioleringsgebieden omvatten. Een gebied is zodanig gekozen dat het voldoende inzicht geeft in de belasting van oppervlaktewater en overnamepunt.
Toelichting: Het gebied waarbinnen één of meerdere inliggende rioolstelsel(s) het afvalwater naar één gemaal of overnamepunt transporteert/teren. Een rioleringsgebied kan een enkelvoudig gebied zijn, maar kan ook meerdere rioleringsgebieden omvatten. Een gebied is zodanig gekozen dat het voldoende inzicht geeft in de belasting van oppervlaktewater en overnamepunt.";"";"";"";"";"";"";"";"";"Bemalingsgebied";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"840";"";"Rioolput";"";"EAID_095ECF95_3717_43EC_BC36_8E23E692DEF";"";"class";"";"";"Constructie toegang gevend tot het rioolstelsel";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"841";"Rit";"Rit";"892c2a19-8066-404b-8a04-268f9497dd1c";"EAID_832DA9A0_0E64_4d41_8266_38418B095919";"business-object";"class";"";"Verplaatsing van een wegvoertuig over een wegpad";"Verplaatsing van een wegvoertuig over een wegpad";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-892c2a19-8066-404b-8a04-268f9497dd1c";"";"";"7 Volksgezondheid en Milieu > Afval";"";"09072026-00:43:48"
"842";"Rol";"Rol";"4adcc34d-9843-4735-9abb-48d9d58eab0c";"EAID_BF424764_453D_46cc_817C_3A7BDC4134A7";"business-object";"class";"";"De rol van de medewerker, zoals afdelingshoofd of manager";"De rol van de medewerker, zoals afdelingshoofd of manager";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-4adcc34d-9843-4735-9abb-48d9d58eab0c";"Rol (HR)";"";"9 Interne Organisatie > HR";"";"09072026-00:43:48"
"843";"Rondleiding";"Rondleiding";"3410d2a0-c0ff-4984-a083-a1b27c374178";"EAID_2EE54C3D_0D8B_440e_A4A4_031273313901";"business-object";"class";"";"Bezichtiging met toelichting";"Bezichtiging met toelichting";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-3410d2a0-c0ff-4984-a083-a1b27c374178";"";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"844";"Route";"Route";"024bb42f-38cf-42ba-859d-184221eff16c";"EAID_55A58838_3877_4e76_B5BF_26C68FAD463D";"business-object";"class";"";"Routes die gereden worden om bepaalde fracties vuilnis op te halen. Routes gaan langs locaties, waar afhankelijk van de routesoort een containers, bepaalde plekken of adressen worden aangedaan.

 huis-aan-huis: er worden locaties met adressen aangedaan";"Routes die gereden worden om bepaalde fracties vuilnis op te halen. Routes gaan langs locaties, waar afhankelijk van de routesoort een containers, bepaalde plekken of adressen worden aangedaan.

 huis-aan-huis: er worden locaties met adressen aangedaan
 illegale dumping, grofvuil: er worden locaties aangedaan (evt met adres)
 containters: er worden locaties met containers aangedaan";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-024bb42f-38cf-42ba-859d-184221eff16c";"";"";"7 Volksgezondheid en Milieu > Afval";"";"09072026-00:43:48"
"845";"";"Routesoort";"";"EAID_0121B2BE_F262_4433_8AA5_49FC7866EF68";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"7 Volksgezondheid en Milieu > Afval";"";"09072026-00:43:48"
"846";"";"SBIActiviteit";"";"EAID_B3F47842_F9C5_4417_BC76_05CA58D4998D";"";"class";"";"";"De hiërarchische indeling van economische activiteiten conform SBI (Standaard Bedrijfsindeling).";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"847";"";"SBIActiviteitVestiging";"";"EAID_EAD40DDC_9904_4cde_BE9B_2100268E71B7";"";"class";"";"";"Aanduiding van de activiteit (en) van een vestiging  conform de Standaard BedrijfsIndeling";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"848";"";"SETU job category";"";"EAID_B085E84B_BC20_5199_A56E_86CD393F1542";"";"enumeration";"";"";"Beroepscategorie&#235;n volgens de SETU-standaard. Voorbeelden: Engineering, Healthcare, ICT.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"849";"";"SETU job category";"";"EAID_065C201E_2825_4f32_B085_E84BBC205199";"";"enumeration";"";"";"Beroepscategorie&#235;n volgens de SETU-standaard. Voorbeelden: Engineering, Healthcare, ICT.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"850";"";"SamengesteldDocument";"";"EAID_47DA1FC8_F181_41bc_B16A_CE80D2CA13B1";"";"class";"";"";"Een DOCUMENT waarbinnen twee of meer ENKELVOUDIGe DOCUMENTen onderscheiden worden die vanwege gezamenlijke vervaardiging en/of ontvangst en/of vanwege aard en/of omvang als één geheel beschouwd moeten worden dan wel behandeld worden.,";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"851";"";"SamengesteldeNaamNatuurlijkPersoon";"";"EAID_61321504_DFA1_4b65_853B_88C0581576F9";"";"class";"";"";"Gegevens over de naam van de NATUURLIJK PERSOON";"";"<memo>";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"852";"Samensteller";"Samensteller";"9a4512b0-6081-4f32-bec9-8f2b62e62761";"EAID_E5566AF6_3D43_4b2f_B658_F67F6C1C511D";"business-object";"class";"";"Iemand die stukken informatie samenbrengt in tentoonstelingen, presentaties en naslagwerken.";"Iemand die stukken informatie samenbrengt in tentoonstelingen, presentaties en naslagwerken.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-9a4512b0-6081-4f32-bec9-8f2b62e62761";"";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"853";"";"Sanctiesoort";"";"EAID_BA10C3E6_8F44_4f8d_B532_DED61E368F5E";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"4 Onderwijs > Leerplicht en Leerlingenvervoer";"";"09072026-00:43:48"
"854";"Scheiding";"Scheiding";"0fedc485-b963-412d-b695-9642921b0933";"EAID_C538C222_0FA4_43EE_BF06_9512A484A57";"business-object";"class";"";"Kunstmatig, meestal lineair obstakel met een werende functie.";"Kunstmatig, meestal lineair obstakel met een werende functie.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-0fedc485-b963-412d-b695-9642921b0933";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
